,new_or_used,двигатель,комплектация,коробка,кузов,налог,онлайн-показ,описание,привод,цвет,цена,1 владелец,vin,владельцы,год выпуска,дтп ненайдены,обмен,пробег,птс,руль,состояние,таможня,госномер,владение,продаёт собственник,гарантия,на гарантии,проверенный автомобиль,медленно теряет вцене
529,used,1.2 л / 64л.с. / бензин,,механическая,хэтчбек 3 дв.,768₽ / год,,техническое состояние отличное! автомобиль укомплектован парктрониками и системой автозапуска.  продается в связи с приобретением автомобиля большего размера в семью. в цену входит комплект летней резины.  звоните - расскажу все подробно.   есть недочеты по кузову.,передний,красный,250000₽,,wvw**************,3 или более,2007,1.0,,160000км,оригинал,левый,не требует ремонта,растаможен,******|777,3 года и 11 месяцев,,,,,
530,used,1.4 л / 75л.с. / бензин,,автоматическая,хэтчбек 5 дв.,750₽ / год,,"звоните все расскажу, технически в хорошем состоянии, заменил комплект грм, масло, топливный фильтр, задние амортизаторы фирмы битерштайн, передние тормозные диски и колодки фирмы брембо, косяк один единственный ржавые пороги за них скину, днище целое без ржавчины, обслуживаю только в немец авто стоянки и перекупы идите лесом, стоит хорошая музыка без неё отдам дешевле, возможен обмен",передний,чёрный,320000₽,,wvw**************,3 или более,2007,,рассмотрю варианты,185000км,дубликат,левый,не требует ремонта,растаможен,******|190,,,,,,
531,new,1.6 л / 110л.с. / бензин,status,механическая,лифтбек,2200₽ / год,,,передний,серый,1131700₽,,,,,,,,,,,,,,,,,,
532,new,1.6 л / 110л.с. / бензин,exclusive,автоматическая,лифтбек,2750₽ / год,,"данная цена действует с учетом скидки при trade in комплектация: volkswagen polo exclusive 1.6 110hp 6at (фольксваген поло). основные опции: 2021, климат-контроль, аудио, ткань, airbags, abs, esp, светодиодные фары, центральный замок, электропривод стекол, электропривод зеркал, круиз-контроль, датчик дождя, обогрев лобового стекла, обогрев сидений, парктроник, литые диски, r16. цвет кузова: черный deep black перламутр. тканевая обивка сидений. цвет обивки сидений: черный. автомобиль в пути на склад дилера. предложение обновлено 02 марта 2021 г. в 01 ч 51 мин. ——————————————————————————— комплектация ——————————————————————————— ——————————————————————————— функциональное оборудование ——————————————————————————— • подогрев задних сидений* • мультифункциональное рулевое колесо* • датчики парковки спереди и сзади* • usb-разъемы для пассажиров задних сидений* • пакет ""комфорт""* • центральный замок с дистанционным управлением, 2 складных радиоключа • система бесключевого доступа ""keyless access"" • светодиодные фары проекционного типа • дневные ходовые огни • датчики света • подвеска для плохих дорог • наружные зеркала с электроподогревом • электрообогрев лобового стекла • обогрев форсунок омывателя ветрового стекла • электроподогрев передних сидений с раздельной регулировкой • рулевое колесо с обогревом • наружные зеркала с электрорегулировкой • электростеклоподъемники для всех дверей • электромеханический усилитель рулевого управления с переменной производительностью в зависимости от скорости • рулевая колонка с регулировкой по высоте и вылету • климат-контроль автоматический «climatronic» с режимом рециркуляции • мультимедиа система с дисплеем 8.0 дюймов и поддержкой функцией bluetooth / app-connect, 6 динамиков • заднее сиденье 3-местное, спинка ассиметрично разделенная, складная • цифровая приборная панель ""active info display"" • круиз-контроль • система бесключевого запуска двигателя ""keyless access"" • датчики дождя • атмосферная подсветка пространства для ног спереди • салонное зеркало с автозатемнением • комфортный режим работы указателей поворота (одно нажатие - три сигнала) • обогрев заднего стекла • омыватель и очиститель лобового стекла с переменным режимом • акб увеличенной емкости для улучшения запуска в холодное время (до -36°c) • система эра-глонасс • сиденье водителя с регулировкой по высоте • светодиодные задние фонари • всепогодное освещение ——————————————————————————— безопасность ——————————————————————————— • фронтальные подушки безопасности для водителя и переднего пассажира • антиблокировочная система (abs) • система стабилизации esc • система контроля давления в шинах • крепления isofix для установки детских сидений на заднем кресле • электронный иммобилайзер • индикация и звуковая сигнализация непристегнутого ремня безопасности водителя • з подголовника сзади, регулируемые по высоте • подголовники спереди с регулировкой по высоте • трехточечные ремни безопасности на всех сиденьях, спереди с регулировкой по высоте ——————————————————————————— интерьер ——————————————————————————— • цвет обивки сидений: черный* • цвет передней панели: черный* • цвет коврового покрытия: черный* • цвет потолка: серый* • 3-спицевое рулевое колесо с кожаной отделкой* • центральный подлокотник спереди с боксом* • текстильные коврики в салон* • количество мест: 5 • тип сидений: обычные сиденья • тканевая обивка сидений • зеленое атермальное остекление • декор передней консоли exclusive • центральный подлокотник сзади • кожаная отделка рукояток рычагов кп и стояночного тормоза • карманы в обшивках всех дверей • хромированная отделка внутренних ручек дверей • подстаканник спереди ——————————————————————————— экстерьер ——————————————————————————— • черный deep black перламутр* • легкосплавные колеса ""las minas""* • размер дисков: 6j x r16* • шины 195/55 r16* • тип кузова: хэтчбек • количество дверей: 5 • хромированная отделка направляющих воздуховодов • задний бампер с хромированными декоративными элементами • решетка радиатора с хромированной вставкой • стальное запасное колесо • повторители сигналов поворота в боковых зеркалах заднего вида • дисковые тормоза сзади • дисковые тормоза спереди • оцинкованный кузов • корпуса наружных зеркал и ручки дверей окрашены в цвет кузова • бамперы окрашены в цвет кузова ——————————————————————————— гарантия ——————————————————————————— • гарантия на основные узлы и агрегаты: 3 года / 100.000 км ________ * дополнительные заводские опции код объявления: 37095681",передний,чёрный,от 1296700₽,,,,,,,,,,,,,,,,,,
533,new,1.6 л / 110л.с. / бензин,respect,автоматическая,лифтбек,2750₽ / год,,"——————————————————————————— функциональное оборудование ——————————————————————————— • центральный замок с дистанционным управлением, 2 складных радиоключа • светодиодные фары рефлекторного типа • дневные ходовые огни • подвеска для плохих дорог • наружные зеркала с электроподогревом • обогрев форсунок омывателя ветрового стекла • электроподогрев передних сидений с раздельной регулировкой • наружные зеркала с электрорегулировкой • электростеклоподъемники для всех дверей • электромеханический усилитель рулевого управления с переменной производительностью в зависимости от скорости • рулевая колонка с регулировкой по высоте и вылету • кондиционер • мультимедиа система с дисплеем 6.5 дюймов и поддержкой функцией bluetooth / app-connect, 4 динамика • заднее сиденье 3-местное, спинка ассиметрично разделенная, складная • многофункциональный дисплей • комфортный режим работы указателей поворота (одно нажатие - три сигнала) • обогрев заднего стекла • омыватель и очиститель лобового стекла с переменным режимом • акб увеличенной емкости для улучшения запуска в холодное время (до -36°c) • система эра-глонасс • сиденье водителя с регулировкой по высоте • светодиодные задние фонари ——————————————————————————— безопасность ——————————————————————————— • фронтальные подушки безопасности для водителя и переднего пассажира • антиблокировочная система (abs) • система стабилизации esc • система контроля давления в шинах • крепления isofix для установки детских сидений на заднем кресле • электронный иммобилайзер • индикация и звуковая сигнализация непристегнутого ремня безопасности водителя • з подголовника сзади, регулируемые по высоте • подголовники спереди с регулировкой по высоте • трехточечные ремни безопасности на всех сиденьях, спереди с регулировкой по высоте ——————————————————————————— интерьер ——————————————————————————— • цвет обивки сидений: черный titanium* • цвет передней панели: черный titanium* • цвет коврового покрытия: черный* • цвет потолка: серый* • количество мест: 5 • тип сидений: обычные сиденья • тканевая обивка сидений • зеленое атермальное остекление • 3-спицевое рулевое колесо пластиковое • карманы в обшивках всех дверей • хромированная отделка внутренних ручек дверей • подстаканник спереди ——————————————————————————— экстерьер ——————————————————————————— • серый indium металлик* • стальные колеса с полноразмерными колпаками ""sports9"" • размер дисков: 6j x r15 • стальное запасное колесо • повторители сигналов поворота в боковых зеркалах заднего вида • дисковые тормоза спереди • оцинкованный кузов • корпуса наружных зеркал и ручки дверей окрашены в цвет кузова • бамперы окрашены в цвет кузова • шины 185/60 r15 ________ * дополнительные заводские опции. комплектация «respect»: • антиблокировочная система • система курсовой устойчивости • датчик давления в шинах • подушки безопасности водителя • подушки безопасности пассажира • система крепления детских автокресел • иммобилайзер • центральный замок • бортовой компьютер • усилитель руля • регулировка руля • электростеклоподъемники передние • электропривод зеркал • кондиционер • подогрев сидений водителя и пассажира • обогрев зеркал • обогрев форсунок стеклоомывателей • cd • bluetooth • тканевая обивка салона • темный салон • складывающееся заднее сидение • светодиодные фары • автоматический корректор фар",передний,серый,от 986810₽,,,,,,,,,,,,,,,,,,
534,used,1.6 л / 105л.с. / бензин,,автоматическая,седан,3570₽ / год,,"автомобиль в хорошем техническом состоянии требуется только то, есть незначительные повреждения кузова. в комплекте зимняя и летняя резина.",передний,чёрный,470000₽,,xw8**************,3 или более,2013,,,99450км,оригинал,левый,не требует ремонта,растаможен,******|750,,,,,,
535,new,1.6 л / 90л.с. / бензин,respect,механическая,лифтбек,1080₽ / год,,"выгодные предложения на все комплектации и цвета в наличии! оформление сделки за 1 час. фольксваген центр бутово является официальным дилером volkswagen и входит в состав группы компаний «авторусь». это один из первых дилерских центров volkswagen, работающих по абсолютно новой концепции digital, в которой используются самые технологичные решения и инновационное дилерское оборудование. услуги дилерского центра: ∙ продажа полного модельного ряда автомобилей volkswagen; ∙ тест-драйв любой, интересующей вас, модели нового автомобиля; ∙ техническое обслуживание и ремонт любой сложности; ∙ страхование и кредитование на специальных условиях; ∙ любые оригинальные детали и аксессуары в наличии с выгодой до 10% и под заказ. экстерьер ---------------------------- стальные колеса 6j x 15 с полноразмерными колпаками ""sports9"", шины 185/60 r15 бамперы окрашены в цвет кузова корпуса наружных зеркал и ручки дверей окрашены в цвет кузова оцинкованный кузов зеленое атермальное остекление подвеска для плохих дорог светодиодные фары рефлекторного типа светодиодные задние фонари дневные ходовые огни интерьер ---------------------------- сиденье водителя с регулировкой по высоте тканевая обивка сидений, дизайн для версий origin / respect заднее сиденье 3-местное, спинка ассиметрично разделенная, складная подстаканник спереди хромированная отделка внутренних ручек дверей карманы в обшивках всех дверей 3-спицевое рулевое колесо безопасность ---------------------------- подушки безопасности для водителя и переднего пассажира трехточечные ремни безопасности на всех сиденьях, спереди с регулировкой по высоте подголовники спереди с регулировкой по высоте з подголовника сзади, регулируемые по высоте дисковые тормоза спереди электронный иммобилайзер крепления isofix для установки детских сидений на заднем кресле индикация и звуковая сигнализация непристегнутого ремня безопасности водителя антиблокировочная система (abs) система стабилизации esc система контроля давления в шинах система эра-глонасс функциональное оборудование ---------------------------- акб увеличенной емкости для улучшения запуска в холодное время (до -36°c) электромеханический усилитель рулевого управления с переменной производительностью в зависимости от скорости электростеклоподъемники для всех дверей центральный замок с дистанционным управлением, 2 складных радиоключа многофункциональный дисплей наружные зеркала с электрорегулировкой, электроподогревом повторители сигналов поворота в боковых зеркалах заднего вида омыватель и очиститель лобового стекла с переменным режимом обогрев заднего стекла стальное запасное колесо комфортный режим работы указателей поворота (одно нажатие - три сигнала) кондиционер электроподогрев передних сидений с раздельной регулировкой мультимедиа система с дисплеем 6.5 дюймов и поддержкой функцией bluetooth / app-connect, 4 динамика обогрев форсунок омывателя ветрового стекла * стоимость данного автомобиля указана без учета предустановленного дополнительного оборудования.",передний,серый,974000₽,,,,,,,,,,,,,,,,,,
536,new,1.6 л / 110л.с. / бензин,exclusive,автоматическая,лифтбек,2750₽ / год,,"выгодные предложения на все комплектации и цвета в наличии! оформление сделки за 1 час. фольксваген центр бутово является официальным дилером volkswagen и входит в состав группы компаний «авторусь». это один из первых дилерских центров volkswagen, работающих по абсолютно новой концепции digital, в которой используются самые технологичные решения и инновационное дилерское оборудование. услуги дилерского центра: ∙ продажа полного модельного ряда автомобилей volkswagen; ∙ тест-драйв любой, интересующей вас, модели нового автомобиля; ∙ техническое обслуживание и ремонт любой сложности; ∙ страхование и кредитование на специальных условиях; ∙ любые оригинальные детали и аксессуары в наличии с выгодой до 10% и под заказ. экстерьер ---------------------------- легкосплавные колеса ""akono"" 6j x 15, шины 185/60 r15 бамперы окрашены в цвет кузова корпуса наружных зеркал и ручки дверей окрашены в цвет кузова оцинкованный кузов зеленое атермальное остекление подвеска для плохих дорог светодиодные фары проекционного типа с функцией всепогодного освещения светодиодные задние фонари дневные ходовые огни решетка радиатора с хромированной вставкой задний бампер с хромированными декоративными элементами интерьер ---------------------------- сиденье водителя с регулировкой по высоте тканевая обивка сидений, дизайн для версии exclusive заднее сиденье 3-местное, спинка ассиметрично разделенная, складная подстаканник спереди центральный подлокотник спереди с боксом центральный подлокотник сзади хромированная отделка внутренних ручек дверей хромированная отделка направляющих воздуховодов декор передней консоли для версии exclusive карманы в обшивках всех дверей мультифункциональное рулевое колесо с кожаной отделкой и обогревом атмосферная подсветка пространства для ног спереди кожаная отделка рукояток рычагов кп и стояночного тормоза безопасность ---------------------------- подушки безопасности для водителя и переднего пассажира трехточечные ремни безопасности на всех сиденьях, спереди с регулировкой по высоте подголовники спереди с регулировкой по высоте з подголовника сзади, регулируемые по высоте дисковые тормоза спереди дисковые тормоза сзади электронный иммобилайзер крепления isofix для установки детских сидений на заднем кресле индикация и звуковая сигнализация непристегнутого ремня безопасности водителя антиблокировочная система (abs) система стабилизации esc система контроля давления в шинах система эра-глонасс функциональное оборудование ---------------------------- акб увеличенной емкости для улучшения запуска в холодное время (до -36°c) электромеханический усилитель рулевого управления с переменной производительностью в зависимости от скорости электростеклоподъемники для всех дверей центральный замок с дистанционным управлением, 2 складных радиоключа цифровая приборная панель ""active info display"" наружные зеркала с электрорегулировкой, электроподогревом повторители сигналов поворота в боковых зеркалах заднего вида омыватель и очиститель лобового стекла с переменным режимом обогрев заднего стекла стальное запасное колесо комфортный режим работы указателей поворота (одно нажатие - три сигнала) климат-контроль автоматический «climatronic» с режимом рециркуляции круиз-контроль электроподогрев передних сидений с раздельной регулировкой мультимедиа система с дисплеем 8.0 дюймов и поддержкой функцией bluetooth / app-connect, 6 динамиков датчики парковки спереди и сзади датчики света и дождя салонное зеркало с автозатемнением система бесключевого доступа и запуска двигателя ""keyless access"" электрообогрев лобового стекла обогрев форсунок омывателя ветрового стекла * стоимость данного автомобиля указана без учета предустановленного дополнительного оборудования.",передний,серый,1303500₽,,,,,,,,,,,,,,,,,,
537,used,1.4 л / 80л.с. / бензин,,автоматическая,хэтчбек 5 дв.,960₽ / год,1.0,,передний,красный,310000₽,,wvw**************,2владельца,2008,,,146000км,оригинал,левый,не требует ремонта,растаможен,******|98,1 год и 10 месяцев,,,,,
538,new,1.6 л / 110л.с. / бензин,status,автоматическая,лифтбек,2750₽ / год,,"выгодные предложения на все комплектации и цвета в наличии! оформление сделки за 1 час. фольксваген центр бутово является официальным дилером volkswagen и входит в состав группы компаний «авторусь». это один из первых дилерских центров volkswagen, работающих по абсолютно новой концепции digital, в которой используются самые технологичные решения и инновационное дилерское оборудование. услуги дилерского центра: ∙ продажа полного модельного ряда автомобилей volkswagen; ∙ тест-драйв любой, интересующей вас, модели нового автомобиля; ∙ техническое обслуживание и ремонт любой сложности; ∙ страхование и кредитование на специальных условиях; ∙ любые оригинальные детали и аксессуары в наличии с выгодой до 10% и под заказ. экстерьер ---------------------------- легкосплавные колеса ""tosa"" 6j x 15, шины 185/60 r15 бамперы окрашены в цвет кузова корпуса наружных зеркал и ручки дверей окрашены в цвет кузова оцинкованный кузов зеленое атермальное остекление подвеска для плохих дорог светодиодные фары рефлекторного типа светодиодные задние фонари дневные ходовые огни интерьер ---------------------------- сиденье водителя с регулировкой по высоте тканевая обивка сидений, дизайн для версии status заднее сиденье 3-местное, спинка ассиметрично разделенная, складная подстаканник спереди центральный подлокотник сзади хромированная отделка внутренних ручек дверей декор передней консоли для версии status карманы в обшивках всех дверей мультифункциональное рулевое колесо с кожаной отделкой и обогревом кожаная отделка рукояток рычагов кп и стояночного тормоза безопасность ---------------------------- подушки безопасности для водителя и переднего пассажира трехточечные ремни безопасности на всех сиденьях, спереди с регулировкой по высоте подголовники спереди с регулировкой по высоте з подголовника сзади, регулируемые по высоте дисковые тормоза спереди электронный иммобилайзер крепления isofix для установки детских сидений на заднем кресле индикация и звуковая сигнализация непристегнутого ремня безопасности водителя антиблокировочная система (abs) система стабилизации esc система контроля давления в шинах система эра-глонасс функциональное оборудование ---------------------------- акб увеличенной емкости для улучшения запуска в холодное время (до -36°c) электромеханический усилитель рулевого управления с переменной производительностью в зависимости от скорости электростеклоподъемники для всех дверей центральный замок с дистанционным управлением, 2 складных радиоключа многофункциональный дисплей ""plus"" наружные зеркала с электрорегулировкой, электроподогревом повторители сигналов поворота в боковых зеркалах заднего вида омыватель и очиститель лобового стекла с переменным режимом обогрев заднего стекла стальное запасное колесо комфортный режим работы указателей поворота (одно нажатие - три сигнала) климат-контроль автоматический «climatronic» с режимом рециркуляции круиз-контроль электроподогрев передних сидений с раздельной регулировкой мультимедиа система с дисплеем 6.5 дюймов и поддержкой функцией bluetooth / app-connect, 4 динамика салонное зеркало с автозатемнением обогрев форсунок омывателя ветрового стекла * стоимость данного автомобиля указана без учета предустановленного дополнительного оборудования.",передний,серебристый,1215300₽,,,,,,,,,,,,,,,,,,
539,new,1.6 л / 110л.с. / бензин,status,автоматическая,лифтбек,2750₽ / год,,"данная цена достигается путем сложения всех скидок и спецпредложений, подробности у специалиста отдела продаж. комплектация: volkswagen polo status 1.6 110hp 6at (фольксваген поло). основные опции: 2020, климат-контроль, аудио, ткань, airbags, abs, esp, светодиодные фары, центральный замок, электропривод стекол, электропривод зеркал, круиз-контроль, датчик дождя, обогрев лобового стекла, обогрев сидений, парктроник, литые диски, r15. цвет кузова: белый pure. тканевая обивка сидений. цвет обивки сидений: бежевый pure beige. автомобиль в наличии на складе дилера. предложение обновлено 02 марта 2021 г. в 01 ч 51 мин. ——————————————————————————— комплектация ——————————————————————————— ——————————————————————————— функциональное оборудование ——————————————————————————— • датчики света* • электрообогрев лобового стекла* • подогрев задних сидений* • мультифункциональное рулевое колесо* • климат-контроль автоматический «climatronic» с режимом рециркуляции* • датчики парковки спереди и сзади* • датчики дождя* • пассажирское сиденье с регулировкой по высоте* • пакет ""комфорт""* • салонное зеркало с автозатемнением* • пакет ""зимний""* • центральный замок с дистанционным управлением, 2 складных радиоключа • светодиодные фары рефлекторного типа • дневные ходовые огни • подвеска для плохих дорог • наружные зеркала с электроподогревом • обогрев форсунок омывателя ветрового стекла • электроподогрев передних сидений с раздельной регулировкой • рулевое колесо с обогревом • наружные зеркала с электрорегулировкой • электростеклоподъемники для всех дверей • электромеханический усилитель рулевого управления с переменной производительностью в зависимости от скорости • рулевая колонка с регулировкой по высоте и вылету • мультимедиа система с дисплеем 6.5 дюймов и поддержкой функцией bluetooth / app-connect, 4 динамика • заднее сиденье 3-местное, спинка ассиметрично разделенная, складная • многофункциональный дисплей ""plus"" • круиз-контроль • комфортный режим работы указателей поворота (одно нажатие - три сигнала) • обогрев заднего стекла • омыватель и очиститель лобового стекла с переменным режимом • акб увеличенной емкости для улучшения запуска в холодное время (до -36°c) • система эра-глонасс • сиденье водителя с регулировкой по высоте • светодиодные задние фонари ——————————————————————————— безопасность ——————————————————————————— • система распознования усталости водителя* • фронтальные подушки безопасности для водителя и переднего пассажира • антиблокировочная система (abs) • система стабилизации esc • система контроля давления в шинах • крепления isofix для установки детских сидений на заднем кресле • электронный иммобилайзер • индикация и звуковая сигнализация непристегнутого ремня безопасности водителя • з подголовника сзади, регулируемые по высоте • подголовники спереди с регулировкой по высоте • трехточечные ремни безопасности на всех сиденьях, спереди с регулировкой по высоте ——————————————————————————— интерьер ——————————————————————————— • цвет обивки сидений: бежевый pure beige* • цвет передней панели: черный* • цвет коврового покрытия: темно-бежевый dark pure beige* • цвет потолка: серый* • 3-спицевое рулевое колесо с кожаной отделкой* • центральный подлокотник спереди с боксом* • текстильные коврики в салон* • количество мест: 5 • тип сидений: обычные сиденья • тканевая обивка сидений • зеленое атермальное остекление • декор передней консоли status • центральный подлокотник сзади • кожаная отделка рукояток рычагов кп и стояночного тормоза • карманы в обшивках всех дверей • хромированная отделка внутренних ручек дверей • подстаканник спереди ——————————————————————————— экстерьер ——————————————————————————— • белый pure* • тип кузова: хэтчбек • количество дверей: 5 • легкосплавные колеса ""tosa"" • размер дисков: 6j x r15 • стальное запасное колесо • повторители сигналов поворота в боковых зеркалах заднего вида • дисковые тормоза спереди • оцинкованный кузов • корпуса наружных зеркал и ручки дверей окрашены в цвет кузова • бамперы окрашены в цвет кузова • шины 185/60 r15 ——————————————————————————— гарантия ——————————————————————————— • гарантия на основные узлы и агрегаты: 3 года / 100.000 км ________ * дополнительные заводские опции код объявления: 35781481",передний,белый,от 1086600₽,,,,,,,,,,,,,,,,,,
540,new,1.6 л / 110л.с. / бензин,status,автоматическая,лифтбек,2750₽ / год,1.0,"хотите получить дополнительную выгоду до 10%? только до 28.02.2021 г. гос.программа за наш счёт! на данный автомобиль действует специальное предложение! спешите! эксклюзивные условия в фольксваген центр север. только в марте мы готовы сделать вам лучшее предложение на новый volkswagen. не упустите свой шанс! даже если у вас есть предложение, которое кажется оптимальным, позвоните нам, и мы постараемся его улучшить. нет ничего невозможного вместе с фольксваген центр север! *в объявлении указаны актуальные цены с учетом акций на покупку новых автомобилей volkswagen в марте. комплектация status покупка одним днём! оборудование ------------------------------------------------- – 16`` легкосплавные диски las minas - задний стеклоочиститель - пакет 'комфорт' для версии status  - пакет ‘зимний’ для версии status  - пакет ‘мультимедиа’  - пакет ‘обзор и освещение’  - цифровая приборная панель active info display",передний,серебристый,от 1224400₽,,,,,,,,,,,,,,,,,,
